x,y,z,colorb_v,colorv_i,lum,Mv,mv,hipno,vx,vy,vz,speed,starname
20.56,-13.90,5.72,1.32,1.53,0.000554,8.1,10.2,73362,-15.11,-22.26,-7.07,27.82,"1459-4405"
10.15,22.44,44.01,0.34,0.39,0.141,2.1,5.6,73369,-0.39,22.63,20.81,30.75,"1459+3916 40 Boo"
779.37,-620.98,83.45,2.15,2.14,2.51,-1.0,9.0,73381,-27.52,-13.75,10.40,32.47,"1459-5324"
30.15,-20.25,8.52,0.48,0.54,0.0322,3.7,6.6,73383,-31.28,-7.18,-0.92,32.11,"1459-4348"
72.77,-28.82,48.67,0.51,0.58,0.0323,3.7,8.6,73385,49.96,-357.39,62.24,366.19,"1459-2200"
141.75,120.96,343.31,1.01,0.98,1.34,-0.3,7.6,73388,-106.89,23.58,28.82,113.19,"1459+2709"
120.98,-84.92,28.90,-0.02,0.01,0.31,1.3,7.2,73393,5.81,-7.63,1.96,9.79,"1459-4614"
103.39,-118.62,-39.91,-0.04,-0.02,0.873,0.1,6.2,73394,-6.01,16.22,-2.08,17.43,"1459-7502"
166.05,-197.83,-74.52,1.05,1.02,3.1,-1.2,5.9,73415,-6.35,1.26,3.99,7.60,"1500-7710"
29.95,5.93,44.82,0.90,0.94,0.00294,6.3,10.0,73418,-86.64,-44.17,24.70,100.34,"1500+1101"
-3.12,66.53,89.24,0.36,0.42,0.171,1.9,7.2,73436,18.98,23.01,-27.04,40.25,"1500+5537"
-8.55,23.56,22.53,0.63,0.70,0.0251,4.0,6.6,73440,-27.21,-56.57,0.68,62.78,"1500+7145"
22.29,3.04,31.31,0.69,0.75,0.0185,4.3,7.3,73449,36.45,-41.29,3.38,55.18,"1500+0836"
13.30,76.96,123.59,-0.10,-0.08,0.616,0.5,6.3,73454,-3.70,11.92,-2.13,12.66,"1500+4717 BX Boo"
14.42,-3.44,12.68,1.37,1.66,0.000609,8.0,9.5,73457,34.96,-20.73,-9.29,41.69,"1500-1108"
134.44,78.50,272.09,1.18,1.14,3,-1.2,6.3,73464,-12.31,11.54,-10.93,20.10,"1500+2203"
1.38,5.96,9.97,1.43,1.74,0.000299,8.8,9.2,73470,-0.81,30.90,-13.08,33.56,"1500+4525"
310.57,361.56,879.10,2.40,2.46,3.98,-1.5,8.5,73472,48.31,-298.36,103.66,319.53,"1500+3122"
67.47,-13.28,63.04,0.00,0.07,0.945,0.1,4.9,73473,-36.62,0.81,-6.77,37.25,"1500-0831 del Lib Zuben Elakribi"
42.56,0.40,51.95,0.55,0.63,0.0925,2.6,6.7,73480,1.31,-21.40,2.67,21.60,"1501+0253"
96.98,-57.55,36.81,1.25,1.20,0.626,0.5,5.9,73493,53.71,-4.12,-4.03,54.02,"1501-3803"
118.04,-11.57,125.96,1.69,1.95,1.85,-0.7,5.5,73497,21.54,19.00,-24.36,37.66,"1501-0245"
180.13,-193.57,-52.31,-0.08,-0.06,1.49,-0.4,6.7,73500,-20.14,7.38,-5.16,22.06,"1501-7129"
-9.21,63.43,77.02,0.11,0.12,0.434,0.9,5.9,73507,2.06,8.60,1.35,8.94,"1501+6012"
15.27,5.31,25.71,1.04,1.09,0.00206,6.7,9.1,73512,40.39,0.42,-8.31,41.24,"1501+1552"
486.85,-403.72,23.73,-0.09,-0.07,7.03,-2.1,6.9,73522,-20.52,20.92,0.33,29.30,"1501-5615"
207.57,-9.85,234.70,1.51,1.95,5.11,-1.8,5.7,73536,3.37,6.54,-33.57,34.37,"1501-0008"
66.56,-88.83,-43.43,0.96,0.95,0.781,0.3,5.7,73540,42.03,14.60,21.82,49.55,"1501-8314 pi1 Oct"
368.32,127.61,617.13,1.45,1.45,0.961,0.0,9.4,73542,55.57,-103.69,-28.17,120.97,"1501+1546"
12.75,30.97,58.11,0.96,0.89,1.81,-0.6,3.5,73555,5.95,-7.38,-2.05,9.70,"1501+4023 bet Boo Nekkar"
98.68,-53.69,43.54,0.24,0.33,0.476,0.8,6.2,73559,-2.01,-1.85,3.03,4.08,"1501-3422"
80.83,-37.52,44.49,0.16,0.18,0.462,0.8,5.8,73566,41.46,29.29,-20.86,54.88,"1502-2804 60 Hya"
43.57,31.95,96.11,1.51,1.54,1.46,-0.4,4.8,73568,31.93,0.01,18.50,36.91,"1502+2500 omg Boo"
77.84,92.68,220.18,1.40,2.95,1.45,-0.4,6.6,73589,-36.17,-0.81,-1.95,36.23,"1502+3141"
17.79,6.37,29.88,0.60,0.67,0.0196,4.3,7.0,73593,-38.28,-4.39,-1.29,38.56,"1502+1603"
367.78,-264.96,70.42,0.39,0.46,0.386,1.0,9.3,73605,-20.78,-7.72,20.37,30.11,"1502-4832"
64.42,-6.21,67.67,0.20,0.23,0.201,1.7,6.6,73608,-13.80,-5.62,-3.92,15.41,"1502-0301"
36.31,0.05,42.95,1.03,1.04,0.555,0.6,4.4,73620,-11.50,8.49,3.77,14.78,"1502+0205 Vir"
87.99,-45.60,41.13,-0.13,-0.12,0.761,0.3,5.5,73624,6.99,0.83,6.16,9.35,"1502-3239"
85.78,12.79,118.76,0.80,0.84,0.00601,5.6,11.4,73626,224.74,-259.57,-95.94,356.50,"1503+0841"
20.11,-13.87,4.64,1.19,1.35,0.000697,7.9,9.9,73631,-65.02,28.69,11.53,72.00,"1503-4617"
22.26,34.56,73.70,1.02,1.00,0.441,0.9,5.5,73634,-9.86,-3.66,-8.70,13.65,"1503+3512"
47.20,43.90,115.91,0.12,0.13,0.269,1.4,7.0,73635,15.70,26.63,11.50,32.98,"1503+2816"
95.53,-30.75,70.33,1.00,0.98,0.254,1.5,6.9,73636,46.23,5.76,-3.43,46.71,"1503-1737"
7.60,29.03,48.82,0.45,0.52,0.0759,2.8,6.6,73637,-15.46,-5.13,-0.08,16.29,"1503+4438"
38.53,-24.76,11.37,1.17,1.28,0.00223,6.6,10.0,73639,-15.11,-71.53,-9.36,73.71,"1503-4236"
38.52,-21.98,15.14,0.61,0.68,0.0171,4.4,7.8,73650,-7.88,-28.34,-70.62,76.50,"1503-3655"
818.81,-511.63,260.36,-0.15,-0.15,11,-2.6,7.4,73653,-16.15,23.71,-10.23,30.46,"1503-4116"
41.50,61.26,132.48,1.02,0.99,0.532,0.7,6.6,73675,14.47,-9.94,-11.46,20.97,"1503+3433"
723.41,-122.58,679.45,1.72,2.24,10.1,-2.5,7.5,73676,29.60,34.72,11.24,46.99,"1503-0734"
1.16,6.84,10.71,0.65,0.71,0.019,4.3,4.8,73695,-6.34,0.55,23.21,24.06,"1503+4739 44 Boo"
96.30,82.40,225.18,1.46,1.46,1.27,-0.3,6.8,73699,11.50,-2.36,19.48,22.75,"1503+2704"
25.82,20.51,58.20,0.56,0.63,0.0543,3.2,7.3,73700,13.82,8.68,4.07,16.82,"1503+2602"
-24.16,95.65,102.47,0.06,0.07,0.658,0.5,6.2,73706,24.52,21.29,-0.49,32.47,"1503+6555"
215.53,-18.86,225.50,0.00,0.00,0.0797,2.7,10.2,73708,-9.38,18.18,-9.62,22.61,"1504-0251"
781.67,-620.40,63.92,1.28,1.24,2.36,-0.9,9.1,73711,-43.97,0.57,9.11,44.91,"1504-5420"
72.46,-30.43,42.88,1.67,2.23,4.02,-1.5,3.2,73714,-8.33,-16.28,6.57,19.42,"1504-2517 sig Lib Brachium"
48.80,3.85,62.07,0.31,0.35,0.0863,2.7,7.2,73716,8.96,5.37,-2.30,10.69,"1504+0529"
511.38,165.00,820.02,1.16,1.12,2.53,-1.0,8.9,73721,124.04,-74.08,-3.46,144.52,"1504+1445"
57.21,56.48,143.49,0.24,0.26,0.196,1.8,7.8,73726,7.66,16.38,-13.12,22.34,"1504+2904"
-8.44,67.79,82.59,0.17,0.19,0.126,2.2,7.4,73730,6.42,5.41,3.89,9.25,"1504+5932"
287.23,83.11,446.81,1.17,1.13,1.82,-0.7,8.0,73736,-30.91,-28.92,17.52,45.82,"1504+1338"
769.70,-637.95,24.26,-0.03,-0.01,11,-2.6,7.4,73740,-16.42,-2.95,-1.66,16.77,"1504-5655"
28.82,24.46,66.72,1.24,1.23,0.915,0.1,4.5,73745,-36.08,-37.04,16.56,54.30,"1504+2657 psi Boo"
161.47,-99.16,51.89,1.39,3.09,1.18,-0.2,6.3,73764,-14.61,5.68,-25.15,29.63,"1504-4052 GM Lup"
298.55,-395.75,-192.82,1.27,1.23,15.5,-3.0,5.7,73771,-42.56,13.98,-9.95,45.89,"1504-8302 pi2 Oct"
-8.61,37.45,40.94,0.81,0.85,0.00518,5.7,9.5,73773,-15.13,-80.93,-10.90,83.05,"1504+6448"
59.64,-55.80,-6.92,0.94,0.93,0.58,0.6,5.2,73776,67.53,13.15,-13.14,70.04,"1504-6402 eta Cir"
734.78,-135.01,664.73,0.91,0.91,1.63,-0.5,9.5,73781,-143.62,-78.57,-9.43,163.98,"1504-0848"
11.86,1.01,15.05,1.30,1.57,0.000431,8.4,9.8,73786,-39.38,-60.38,-37.44,81.23,"1504+0538"
48.08,2.50,58.79,0.69,0.75,0.00663,5.4,9.8,73800,-129.09,-42.00,45.77,143.26,"1504+0405"
123.49,-85.43,26.27,-0.14,-0.15,6.34,-2.0,3.9,73807,1.10,-5.78,3.40,6.80,"1505-4703 pi Lup"
-36.88,94.07,85.10,0.13,0.15,0.165,2.0,7.6,73808,-2.93,8.21,-15.40,17.69,"1505+7353"
92.65,-56.91,29.30,1.01,0.99,1.13,-0.1,5.1,73826,13.94,25.56,0.19,29.12,"1505-4104"
6.90,43.32,66.52,-0.01,0.01,0.369,1.1,5.6,73841,-15.16,-2.10,5.90,16.40,"1505+4809 47 Boo"
55.03,-2.89,59.06,0.52,0.60,0.0309,3.8,8.3,73852,21.03,4.94,4.27,22.02,"1505-0118"
604.16,-25.27,656.93,1.02,0.99,2.16,-0.8,8.9,73853,-40.91,-18.27,9.94,45.89,"1505-0044"
-48.04,134.67,126.95,1.15,1.11,0.379,1.1,7.5,73864,-47.02,-46.79,25.53,71.08,"1505+7152"
140.92,-59.04,81.17,-0.02,0.00,0.655,0.5,6.7,73865,-15.14,15.40,-19.74,29.26,"1505-2547"
-6.26,29.38,32.51,0.68,0.74,0.00855,5.2,8.4,73869,-24.03,4.02,5.83,25.05,"1505+6402"
422.01,-300.61,75.21,-0.14,-0.13,7.01,-2.1,6.5,73881,-7.23,7.02,-12.18,15.81,"1506-4853"
200.44,197.20,493.73,0.91,0.91,0.566,0.6,9.4,73887,20.68,-1.29,-0.12,20.72,"1506+2859"
89.49,90.77,224.01,0.43,0.50,0.141,2.1,9.2,73890,-14.29,-3.90,-4.34,15.43,"1506+2925"
409.14,-431.71,-116.36,-0.04,-0.02,3.11,-1.2,7.7,73897,-12.37,-7.08,-5.56,15.30,"1506-7107"
105.82,-40.74,65.38,0.41,0.48,0.226,1.6,7.2,73900,-25.09,-1.55,-3.59,25.39,"1506-2319"
346.42,-190.54,136.94,1.66,1.67,5.44,-1.8,6.3,73901,-48.36,-5.52,9.52,49.60,"1506-3616"
-0.36,47.80,63.91,0.96,0.95,0.511,0.7,5.2,73909,15.65,40.12,9.89,44.19,"1506+5433"
81.71,67.20,183.04,1.34,1.30,0.309,1.3,7.9,73917,12.74,-9.49,14.72,21.66,"1506+2626"
48.22,-17.69,30.85,1.04,1.01,0.127,2.2,6.1,73927,27.84,17.70,-10.70,34.68,"1506-2202"
7.48,12.72,25.53,0.54,0.61,0.0251,4.0,6.3,73941,-1.37,11.20,7.17,13.37,"1506+3627"
183.43,-52.61,136.71,1.59,1.60,4.63,-1.7,5.2,73945,-18.32,-26.96,1.90,32.65,"1506-1615 nu Lib"
99.23,-28.70,73.44,0.16,0.18,0.438,0.9,6.4,73953,-49.34,-5.10,-10.06,50.61,"1506-1629"
98.91,104.56,251.59,1.25,1.21,0.187,1.8,9.1,73960,-66.08,-80.21,-250.57,271.26,"1506+3000"
41.28,10.22,60.19,0.89,0.93,0.00393,6.0,10.3,73963,-69.96,-59.42,2.60,91.83,"1506+1149"
247.93,-186.28,29.65,-0.11,-0.09,2.67,-1.1,6.4,73966,-0.63,7.43,-6.86,10.13,"1506-5202"
51.94,16.26,80.28,0.95,1.00,0.0284,3.9,8.8,73967,32.59,-34.85,12.54,49.33,"1506+1405"
389.12,-415.37,-118.64,1.59,1.57,8.34,-2.3,6.5,73980,17.52,19.16,-20.80,33.27,"1507-7154"
290.63,-50.92,258.32,1.58,2.46,0.935,0.1,8.0,73984,7.97,17.94,6.91,20.81,"1507-0855"
238.48,-165.97,45.68,0.93,0.98,0.238,1.6,8.9,73988,-123.68,-59.48,-35.09,141.66,"1507-4759"
114.43,71.70,224.26,0.92,0.92,0.52,0.7,7.8,73991,42.45,-15.36,-12.39,46.81,"1507+2233"
8.06,5.95,16.99,0.43,0.51,0.0415,3.5,4.9,73996,27.06,14.31,-10.78,32.45,"1507+2452 45 Boo"
36.47,16.74,63.25,0.07,0.08,0.217,1.7,6.0,74000,27.07,11.88,-9.99,31.21,"1507+1827"
215.86,91.44,363.93,1.05,1.02,0.221,1.6,9.8,74003,-67.05,-113.17,-125.18,181.58,"1507+1726"
86.37,-61.31,14.82,0.92,0.92,0.563,0.6,5.8,74006,7.10,33.08,4.23,34.09,"1507-4905"
18.87,3.43,25.67,0.68,0.74,0.0211,4.2,6.7,74016,-29.96,-4.70,-4.72,30.69,"1507+0913"
102.45,9.66,127.27,0.92,0.94,0.92,0.1,6.2,74026,20.77,2.80,3.44,21.24,"1507+0530"
38.29,48.00,106.75,0.67,0.73,0.00531,5.7,11.1,74029,155.09,-237.70,-4.96,283.86,"1507+3224"
59.75,74.09,165.41,-0.07,-0.04,0.259,1.5,7.9,74032,7.19,12.43,-5.39,15.34,"1507+3215"
38.50,6.70,51.86,0.57,0.65,0.0209,4.2,8.3,74033,-106.75,-112.14,34.48,158.62,"1507+0852"
-11.44,60.02,67.21,0.41,0.48,0.154,2.0,6.8,74037,11.06,13.80,3.60,18.05,"1507+6307"
322.10,110.56,505.80,1.26,1.22,0.715,0.4,9.3,74042,41.96,-24.50,-46.93,67.56,"1507+1457"
-9.08,21.27,18.21,0.95,0.94,0.00282,6.4,8.7,74045,-19.18,7.33,1.57,20.59,"1507+7612"
175.73,-166.29,-25.80,1.47,1.48,2,-0.8,6.2,74047,10.40,24.28,-2.01,26.48,"1507-6517"
33.74,-22.32,7.83,0.73,0.78,0.0135,4.7,7.8,74049,-5.52,-11.66,0.85,12.92,"1507-4534"
76.62,73.08,182.47,0.89,0.90,0.581,0.6,7.2,74052,22.62,18.65,13.24,32.17,"1508+2831"
30.73,69.71,126.80,0.63,0.70,0.0128,4.7,10.6,74061,-67.58,-19.69,2.01,70.42,"1508+3958"
104.90,-62.58,33.22,-0.11,-0.10,0.803,0.2,5.8,74066,0.90,-7.52,1.61,7.74,"1508-4035"
26.05,-4.02,23.56,0.60,0.67,0.00788,5.3,8.0,74067,-20.38,-51.65,-61.45,82.82,"1508-0754"
86.79,73.08,193.39,1.00,0.98,0.348,1.1,7.9,74070,12.10,17.82,-0.50,21.54,"1508+2642"
-57.62,238.34,252.70,1.51,1.54,2.76,-1.1,6.6,74082,-24.65,-7.74,-16.00,30.39,"1508+6547"
8.27,73.39,106.62,1.05,1.02,0.494,0.8,6.3,74083,17.44,-8.75,-11.81,22.81,"1508+5003"
50.54,41.39,110.89,1.24,1.23,0.894,0.1,5.7,74087,22.12,16.51,20.57,34.43,"1508+2618 46 Boo"
63.90,48.20,134.48,1.23,1.19,1.15,-0.2,5.8,74096,2.43,9.58,-6.10,11.61,"1508+2507"
112.52,-70.21,31.15,-0.12,-0.16,0.848,0.2,5.8,74100,2.31,-1.67,3.00,4.14,"1508-4252"
99.00,27.05,144.97,0.22,0.24,0.401,1.0,7.2,74109,-24.98,-7.09,-6.32,26.72,"1508+1229"
102.37,-66.99,24.07,-0.16,-0.18,3.66,-1.4,4.1,74117,9.83,-4.54,1.35,10.91,"1508-4517 lam Lup"
98.14,28.96,146.35,0.97,0.95,1.1,-0.1,6.2,74121,-79.16,28.95,4.79,84.43,"1508+1314"
57.63,-4.74,57.15,0.70,0.75,0.00421,5.9,10.5,74123,-71.54,-84.38,-42.39,118.47,"1508-0346"
60.25,1.19,67.84,0.50,0.35,0.0816,2.7,7.5,74129,33.03,31.99,0.89,45.99,"1508+0141"
353.27,-146.44,194.81,1.72,2.16,3.14,-1.2,6.9,74131,34.13,-0.57,28.98,44.77,"1508-2629"
590.44,-632.12,-186.93,-0.06,-0.04,15.9,-3.0,6.7,74141,-22.63,-5.03,-3.91,23.51,"1509-7218"
746.59,-662.91,-56.18,-0.01,0.01,16.3,-3.0,7.0,74147,-31.27,-15.64,-17.01,38.89,"1509-6153"
14.31,10.02,28.96,1.07,1.13,0.00214,6.7,9.3,74148,-72.30,-34.63,3.48,80.24,"1509+2400"
125.26,-114.59,-14.13,0.06,0.07,0.918,0.1,6.2,74181,7.24,-3.66,-3.41,8.80,"1509-6339"
710.36,-690.87,-134.45,0.68,0.75,49.7,-4.2,5.8,74184,0.14,-6.63,5.15,8.39,"1509-6705"
184.52,-27.24,165.52,1.02,1.00,0.222,1.6,8.6,74191,16.82,-1.09,6.64,18.12,"1509-0752"
102.02,-9.71,98.36,0.66,0.72,0.00317,6.2,12.0,74199,241.47,-199.83,-114.15,333.57,"1509-0445"
182.72,-69.06,108.02,1.58,1.60,1.2,-0.2,6.5,74206,-10.83,-15.35,-7.57,20.25,"1509-2359"
14.10,29.16,53.68,0.58,0.65,0.021,4.2,8.2,74211,-10.27,-2.47,8.39,13.49,"1509+3858"
119.51,-67.66,40.81,0.87,0.88,0.832,0.2,6.0,74224,-30.40,13.24,-5.92,33.68,"1510-3848"
115.89,-62.31,43.87,0.41,0.48,0.0667,2.9,8.7,74228,-26.97,-15.85,1.01,31.29,"1510-3633"
23.48,-6.43,17.00,0.85,0.86,0.00148,7.1,9.4,74234,319.67,-513.15,-66.43,608.22,"1510-1627"
23.15,-6.31,16.80,0.77,0.81,0.00202,6.7,9.1,74235,315.18,-505.36,-65.64,599.20,"1510-1622"
113.88,-46.32,62.53,1.04,1.02,0.954,0.1,5.8,74239,-29.39,9.33,-1.10,30.85,"1510-2620"
104.28,-45.26,53.48,0.70,0.76,0.0241,4.0,9.5,74245,-12.33,-58.13,-51.15,78.41,"1510-2827"
105.95,94.13,238.01,1.00,0.98,0.361,1.1,8.3,74247,-33.44,14.52,-5.51,36.87,"1510+2725"
303.34,78.14,429.90,1.66,2.03,4.96,-1.7,6.9,74253,-28.92,56.70,2.34,63.69,"1510+1140"
25.11,-15.75,6.46,0.62,0.69,0.0145,4.6,7.0,74268,5.62,11.42,-6.39,14.24,"1510-4343"
25.66,-16.09,6.60,0.72,0.77,0.00876,5.1,7.6,74271,5.16,11.02,-7.51,14.30,"1510-4343"
-29.32,106.66,107.94,0.14,0.16,0.806,0.2,6.2,74272,27.96,18.58,-1.38,33.60,"1510+6747"
18.15,-15.88,-1.23,0.62,0.66,0.0178,4.4,6.3,74273,26.72,-24.63,15.34,39.44,"1510-6125"
21.27,21.39,50.82,0.46,0.53,0.0436,3.4,7.3,74286,22.63,18.18,19.42,34.92,"1510+2913"
53.12,-72.67,-37.87,-0.03,-0.01,0.424,0.9,5.9,74296,7.44,22.92,11.17,26.56,"1511-8447 omg Oct"
228.11,-50.28,178.72,1.23,1.18,0.984,0.0,7.4,74301,-33.12,2.43,-4.07,33.46,"1511-1303"
488.80,-382.43,24.64,1.12,1.08,25.5,-3.5,5.5,74305,-6.29,1.43,-6.00,8.82,"1511-5521"
-17.22,174.79,209.29,1.41,1.39,0.687,0.4,7.6,74316,0.67,-0.37,5.31,5.36,"1511+5903"
16.40,103.90,152.83,0.36,0.43,0.152,2.0,8.4,74320,9.14,7.57,-4.13,12.57,"1511+4841"
-17.92,51.59,48.03,0.65,0.71,0.0123,4.8,9.1,74326,-28.23,-83.02,-30.38,92.80,"1511+7150"
81.02,-52.18,18.53,1.08,1.05,0.108,2.4,7.4,74329,33.47,3.79,-16.90,37.69,"1511-4516"
98.53,-63.44,22.53,1.04,1.01,0.378,1.1,6.4,74336,2.96,17.00,18.28,25.14,"1511-4517"
731.97,-79.18,676.72,1.50,4.30,0.506,0.7,10.7,74350,28.59,-68.94,-33.57,81.84,"1511-0600"
71.70,16.06,97.15,0.05,0.06,0.26,1.5,6.9,74359,-17.85,9.10,12.21,23.46,"1511+1012"
109.38,-28.75,78.96,1.24,1.20,0.405,1.0,6.7,74367,-7.69,3.98,-9.37,12.76,"1511-1609"
-6.75,42.98,48.66,0.69,0.75,0.0125,4.8,8.8,74368,-36.13,-48.59,-29.90,67.54,"1511+6151"
-6.95,44.31,50.17,0.56,0.63,0.0275,3.9,8.0,74370,-39.27,-51.76,-28.91,71.11,"1511+6151"
45.61,-31.40,7.68,-0.03,-0.02,0.877,0.1,3.9,74376,-12.66,-4.00,8.91,15.99,"1511-4844 kap2 Lup"
48.31,-33.25,8.12,0.14,0.16,0.184,1.8,5.7,74380,-8.28,-9.18,10.87,16.46,"1511-4845 kap2 Lup"
118.04,74.28,221.54,1.62,2.16,1.54,-0.5,6.6,74385,6.18,-35.12,-7.03,36.35,"1512+2218"
125.03,61.84,212.81,1.41,1.39,2.83,-1.1,5.9,74386,-28.37,3.83,-9.11,30.04,"1512+1859 FL Ser"
93.49,-29.14,61.19,-0.07,-0.06,2.04,-0.8,4.5,74392,-8.89,-6.39,-2.32,11.19,"1512-1947 iot1 Lib"
28.63,-20.99,3.10,0.92,0.91,0.549,0.7,3.4,74395,-12.28,3.30,6.20,14.15,"1512-5206 zet Lup"
127.62,-114.28,-13.21,1.41,1.39,0.532,0.7,6.9,74415,-38.37,6.22,-0.40,38.87,"1512-6302"
118.29,-80.35,20.83,1.11,1.08,0.619,0.5,6.3,74418,-41.54,15.02,-14.42,46.46,"1512-4813"
79.46,10.05,96.79,0.76,0.81,0.00188,6.8,12.3,74419,227.99,-446.03,173.12,530.00,"1512+0601"
173.35,-185.67,-57.38,-0.00,0.02,2.65,-1.1,6.0,74421,-19.76,9.46,3.47,22.18,"1512-7246"
13.92,7.08,23.79,0.68,0.74,0.0171,4.4,6.7,74432,-80.88,-20.13,25.17,87.06,"1512+1917"
17.60,8.95,30.08,0.74,0.79,0.0107,4.9,7.7,74434,-98.97,-27.46,36.83,109.11,"1512+1917"
25.94,23.95,58.20,0.60,0.67,0.0206,4.2,8.4,74442,21.45,-31.02,-46.99,60.26,"1512+2755"
28.62,-0.53,29.40,0.77,0.86,0.00327,6.2,9.3,74443,-30.61,-55.59,-41.73,75.95,"1512-0109"
115.55,-72.69,27.60,-0.18,-0.19,2.27,-0.9,4.8,74449,11.54,-8.41,4.82,15.07,"1512-4430"
132.75,47.43,200.50,1.09,1.05,0.145,2.1,9.0,74459,40.59,14.99,-11.05,44.66,"1512+1448"
751.99,-656.60,-58.19,1.90,1.76,31,-3.7,6.3,74470,-39.04,10.32,-5.56,40.77,"1513-6145"
52.80,-17.82,32.34,1.25,1.41,0.00127,7.2,11.3,74477,-168.80,-131.88,70.55,225.53,"1513-2158"
93.48,-48.60,35.27,-0.08,-0.06,0.452,0.9,6.1,74479,0.45,1.55,3.16,3.55,"1513-3605"
104.44,-38.00,60.26,-0.03,0.00,0.413,1.0,6.5,74490,6.80,-2.73,7.62,10.58,"1513-2400"
568.28,164.74,806.18,1.39,1.36,1.6,-0.5,9.5,74491,-125.82,-78.53,5.55,148.42,"1513+1227"
54.50,-16.63,35.55,0.12,0.14,0.168,1.9,6.1,74493,1.41,-4.54,2.71,5.48,"1513-1939 iot2 Lib"
21.29,-8.09,11.80,0.69,0.71,0.017,4.4,6.5,74500,-11.39,-25.00,28.82,39.82,"1513-2519 23 Lib"
200.83,-4.88,203.16,1.42,1.41,0.199,1.8,9.0,74502,-6.18,2.65,-17.08,18.35,"1513-0138"
38.50,25.54,72.96,0.06,0.07,0.223,1.6,6.3,74505,-11.28,57.07,-1.69,58.20,"1513+2259"
223.73,88.25,346.69,1.09,1.05,0.573,0.6,8.7,74507,4.03,22.30,-9.33,24.51,"1513+1555"
47.96,94.78,171.84,0.81,0.84,0.0346,3.7,10.2,74509,-9.27,-49.78,-9.65,51.55,"1513+3834"
32.54,62.74,114.54,1.22,1.18,0.605,0.5,6.2,74514,16.99,-34.72,-41.35,56.61,"1513+3816"
86.35,30.18,128.49,0.56,0.63,0.0887,2.6,8.6,74532,10.93,-13.38,50.52,53.39,"1513+1426"
12.14,-0.21,12.33,0.76,0.81,0.00698,5.4,6.6,74537,-76.59,-85.47,-6.73,114.96,"1513-0121"
234.63,-91.51,126.19,1.14,1.10,3.66,-1.4,5.8,74539,-24.04,8.85,0.27,25.62,"1513-2612"
-12.53,120.87,142.03,0.41,0.48,0.0684,2.9,9.3,74543,-19.94,-11.39,5.96,23.72,"1513+5932"
50.53,-29.57,14.48,0.76,0.80,0.0152,4.5,8.4,74549,-75.73,-54.86,-19.16,95.46,"1513-4127"
46.19,-27.03,13.24,0.83,0.85,0.0102,5.0,8.7,74550,-70.81,-50.39,-16.53,88.47,"1513-4127"
192.29,-166.09,-13.55,-0.04,-0.02,1.85,-0.7,6.4,74552,-13.96,8.86,-9.17,18.91,"1513-6121"
19.96,-1.21,19.14,1.12,1.31,0.000888,7.6,9.8,74555,-131.92,-29.85,-7.57,135.46,"1514-0347"
596.25,135.18,791.33,0.00,0.00,0.363,1.1,11.1,74556,9.05,-265.14,4.23,265.33,"1514+0958"
706.14,-18.77,707.83,1.60,3.20,2.23,-0.9,9.1,74558,-110.51,-118.00,38.52,166.20,"1514-0153"
59.65,71.57,153.47,1.55,1.57,1.31,-0.3,6.0,74561,51.08,25.44,-8.26,57.66,"1514+3147"
57.62,155.73,259.04,1.64,2.07,3.37,-1.3,6.1,74571,47.01,22.69,-13.50,53.92,"1514+4210"
234.79,-52.65,175.16,1.68,2.09,1.77,-0.6,6.8,74581,18.99,-9.79,-2.42,21.50,"1514-1412"
316.70,-321.11,-83.72,3.27,3.36,10.5,-2.6,5.8,74582,3.71,20.00,-12.31,23.78,"1514-7005 X TrA"
54.45,-15.44,36.41,0.43,0.50,0.0895,2.6,6.8,74593,-27.76,-6.25,7.24,29.36,"1514-1825"
25.57,25.71,59.22,0.06,0.07,0.373,1.1,5.3,74596,-16.28,0.46,6.21,17.43,"1514+2910 chi Boo"
317.52,-86.98,215.91,-0.01,0.01,5.23,-1.8,6.2,74600,-19.06,-18.37,-12.51,29.28,"1514-1746 26 Lib"
294.70,-134.29,131.82,0.37,0.48,13.3,-2.8,4.9,74604,-19.02,15.99,9.63,26.64,"1514-3131 1 Lup"
-4.56,17.52,17.69,0.55,0.62,0.0558,3.1,5.2,74605,72.71,-13.36,-17.30,75.93,"1514+6721"
205.50,-17.73,188.36,1.47,1.49,2.4,-1.0,6.3,74623,-34.92,-0.45,13.56,37.46,"1514-0530"
-42.86,148.01,144.75,0.03,0.05,1.1,-0.1,6.5,74625,14.90,15.92,-7.32,23.00,"1514+6856"
30.86,59.45,107.41,0.36,0.42,0.229,1.6,7.1,74631,-31.59,2.16,-14.37,34.78,"1514+3818"
92.99,10.53,108.48,1.09,1.05,1.53,-0.5,5.3,74649,-23.11,4.80,-9.59,25.47,"1515+0456 3 Ser"
776.81,-629.69,-7.51,0.27,0.31,5.45,-1.8,8.2,74654,-1.00,19.27,-3.96,19.70,"1515-5810"
771.61,-635.75,-21.09,1.01,0.86,5.7,-1.9,8.1,74660,-65.00,4.00,15.11,66.85,"1515-5904"
28.14,18.27,51.90,0.57,0.64,0.0155,4.5,8.5,74662,-33.25,-2.80,2.01,33.42,"1515+2232"
11.25,14.99,30.49,0.96,0.96,0.529,0.7,3.5,74666,28.72,8.82,-10.33,31.77,"1515+3319 del Boo"
