x,y,z,colorb_v,colorv_i,lum,Mv,mv,hipno,vx,vy,vz,speed,starname
-55.83,258.60,-82.12,-0.03,-0.01,0.598,0.6,7.8,113938,-8.78,2.92,-0.51,9.27,"2304+4116"
-7.67,18.38,2.11,1.39,1.65,0.000456,8.4,9.9,113944,-15.78,14.95,-10.67,24.21,"2304+6645"
-8.10,60.89,-30.30,0.40,0.46,0.0919,2.6,6.8,113952,-8.06,-4.60,-9.55,13.31,"2304+3118"
57.75,-31.01,-100.06,1.45,1.55,1.02,-0.0,5.4,113957,-0.31,-55.29,2.18,55.34,"2304-5358 kap Gru"
0.98,32.59,-27.73,-0.00,0.00,1.85,-0.7,2.5,113963,3.13,5.30,-1.87,6.43,"2304+1512 alf Peg Markab"
28.05,-26.82,-39.41,0.40,0.46,0.188,1.8,5.5,113969,1.87,23.12,-11.51,25.90,"2304-6849"
-0.65,61.14,-46.87,0.38,0.45,0.0754,2.8,7.2,113981,-31.71,8.50,-13.51,35.50,"2305+1837"
-27.60,180.73,-83.04,0.12,0.13,0.418,0.9,7.5,113985,-10.88,13.66,-3.17,17.75,"2305+3323"
-11.69,27.04,3.90,0.65,0.71,0.00891,5.1,7.5,113989,-64.47,-33.17,-7.61,72.90,"2305+6825"
-38.43,359.11,-200.79,1.74,1.76,1.74,-0.6,7.5,113992,4.47,-15.53,-3.73,16.58,"2305+2812"
-88.98,251.31,-6.23,1.12,1.08,1.22,-0.2,6.9,113993,-1.12,-10.54,5.27,11.84,"2305+5843"
0.39,31.24,-25.54,0.89,0.89,0.0436,3.4,6.4,113994,61.74,-16.87,12.33,65.18,"2305+1634"
12.54,27.74,-49.10,0.31,0.36,0.223,1.6,5.4,113996,-25.98,-4.13,13.59,29.61,"2305-0742 83 Aqr"
48.87,57.56,-151.42,1.37,1.34,0.993,0.0,6.2,113998,48.32,-7.77,28.52,56.64,"2305-1705"
-330.60,943.25,-31.31,0.25,0.28,4.49,-1.6,8.4,113999,36.28,-4.07,3.16,36.65,"2305+5814"
17.81,75.46,-98.45,0.93,0.94,0.437,0.9,6.4,114005,-3.87,-7.68,3.02,9.11,"2305+0118"
71.16,157.09,-278.85,1.22,1.18,1.57,-0.5,7.1,114006,-21.60,-7.88,15.99,28.00,"2305-0745"
-204.36,533.27,19.68,0.20,0.21,1.75,-0.6,8.2,114009,44.02,5.44,-5.54,44.70,"2305+6221"
-14.34,191.22,-121.03,0.10,0.11,0.743,0.3,7.1,114024,19.01,16.00,1.94,24.92,"2305+2439"
-14.10,160.10,-96.80,1.13,1.10,0.309,1.3,7.6,114025,-23.38,-70.00,27.82,78.87,"2305+2600"
-26.00,224.61,-122.31,1.61,1.96,0.887,0.1,7.2,114026,-75.03,-61.73,4.16,97.25,"2305+2859"
2.74,93.69,-80.59,0.01,-0.02,0.291,1.3,6.8,114031,4.83,18.85,-8.21,21.12,"2305+1457"
-7.32,63.23,-34.53,0.68,0.74,0.00529,5.7,10.0,114037,78.93,-5.74,-19.58,81.53,"2305+2855"
1.34,0.12,-3.00,1.48,2.02,0.000124,9.8,7.3,114046,-85.91,2.23,-46.21,97.57,"2305-3551"
-38.89,226.58,-96.64,1.29,1.25,0.389,1.0,8.0,114050,11.25,14.58,-0.47,18.42,"2305+3516"
18.86,25.04,-61.16,0.41,0.48,0.0389,3.5,7.7,114055,6.24,14.35,-3.45,16.02,"2305-1527"
-0.52,58.98,-46.17,0.36,0.42,0.0541,3.2,7.5,114059,8.66,30.15,-4.31,31.67,"2305+1805"
-370.57,926.53,65.02,0.51,0.58,8.79,-2.4,7.6,114060,24.17,-0.36,4.20,24.53,"2305+6417"
6.50,38.04,-44.81,0.67,0.73,0.00691,5.4,9.3,114069,-52.81,0.79,-24.22,58.10,"2306+0441"
-364.32,930.06,47.54,0.34,0.40,10.6,-2.6,7.4,114070,25.31,5.72,1.85,26.02,"2306+6312"
-52.33,281.60,-112.43,1.15,1.12,1.87,-0.7,6.8,114074,31.73,14.53,-3.42,35.07,"2306+3649"
-3.43,171.77,-130.89,1.10,1.06,0.493,0.8,7.4,114075,6.38,26.31,2.01,27.14,"2306+1859"
-0.52,34.15,-26.42,0.48,0.55,0.0641,3.0,6.2,114081,-37.30,-1.83,5.40,37.74,"2306+1831"
-65.87,328.16,-120.90,0.99,0.97,0.926,0.1,7.8,114087,-32.30,-50.91,44.38,74.86,"2306+3834"
-23.28,173.42,-89.34,0.33,0.38,0.239,1.6,8.0,114093,39.32,15.40,3.07,42.35,"2306+3037"
-0.71,22.74,-16.86,0.54,0.62,0.0213,4.2,6.4,114096,-24.70,3.44,-7.34,25.99,"2306+1955"
-117.47,393.27,-60.93,-0.11,-0.09,1.85,-0.7,7.4,114097,17.27,3.74,2.05,17.79,"2306+5104"
5.40,20.90,-28.77,0.88,0.92,0.0024,6.6,9.3,114098,42.54,5.57,48.38,64.67,"2306-0011"
-203.23,761.43,-171.14,0.01,0.03,5.17,-1.8,7.8,114100,25.06,-0.11,5.15,25.59,"2306+4655"
-59.83,433.81,-220.28,1.03,1.00,1.18,-0.2,8.3,114101,65.83,13.20,-3.98,67.26,"2306+3100"
-115.64,318.62,-4.63,-0.06,-0.02,13.3,-2.8,4.8,114104,4.20,4.68,0.24,6.29,"2306+5925 1 Cas"
-47.89,204.65,-60.89,-0.04,-0.02,0.299,1.3,8.0,114106,18.40,-5.17,10.26,21.69,"2306+4239"
19.95,248.33,-245.33,1.01,0.99,0.473,0.8,8.5,114114,1.55,14.99,-23.36,27.80,"2306+1032"
19.07,13.47,-52.81,0.89,0.92,0.538,0.7,4.5,114119,0.98,14.94,-15.38,21.46,"2306-2345 86 Aqr"
-9.44,60.55,-28.45,0.87,0.88,0.00398,6.0,10.2,114121,40.95,-18.36,-22.63,50.26,"2306+3301"
17.95,-3.74,-36.45,0.42,0.44,0.323,1.2,4.3,114131,23.51,15.42,1.77,28.17,"2306-4331 the Gru"
37.72,-1.37,-81.89,0.01,0.03,0.459,0.8,5.6,114132,-0.33,13.58,-6.09,14.89,"2306-3854 ups Gru"
-12.36,61.85,-23.20,0.70,0.76,0.0239,4.1,8.2,114133,-15.59,-0.01,9.92,18.48,"2306+3814"
-13.92,70.29,-26.66,0.62,0.69,0.0288,3.9,8.3,114136,-23.78,0.08,2.28,23.88,"2306+3800"
-310.35,946.46,-88.89,0.20,0.22,1.45,-0.4,9.6,114141,30.77,-17.54,2.23,35.49,"2306+5444"
6.48,68.82,-70.47,1.56,1.79,1.49,-0.4,4.5,114144,9.54,7.13,6.67,13.65,"2307+0925 55 Peg"
-31.87,177.86,-75.14,1.16,1.12,1.07,-0.1,6.4,114152,-36.81,-23.36,5.64,43.96,"2307+3538"
-124.09,422.73,-72.08,0.28,0.32,3.1,-1.2,7.0,114154,10.77,-0.12,5.94,12.30,"2307+5011"
-12.51,139.59,-86.59,1.28,1.30,3.39,-1.3,4.8,114155,24.83,-18.65,1.75,31.10,"2307+2528 56 Peg"
6.86,5.11,-19.30,1.28,1.51,0.000633,8.0,9.6,114156,12.38,-8.13,-19.20,24.24,"2307-2309"
185.29,-76.52,-346.14,1.45,1.45,4.7,-1.7,6.3,114159,5.04,6.51,-18.30,20.06,"2307-4936"
-38.59,123.02,-15.57,1.06,1.03,0.601,0.6,6.1,114162,3.62,19.98,13.72,24.51,"2307+5249"
-314.52,879.68,-26.22,1.12,1.08,1.08,-0.1,9.8,114160,56.58,-8.95,-7.47,57.77,"2307+5833"
-141.06,384.78,-3.78,-0.03,-0.01,4.58,-1.7,6.4,114163,1.30,7.86,-0.84,8.01,"2307+5944"
-274.90,705.35,28.87,0.06,0.07,2.12,-0.8,8.6,114166,6.99,-29.88,5.77,31.23,"2307+6240"
18.56,-8.30,-34.17,0.49,0.56,0.075,2.8,5.8,114167,18.84,13.22,7.91,24.33,"2307-5041"
-22.87,104.18,-34.92,0.36,0.42,0.0973,2.5,7.8,114168,15.91,20.30,6.32,26.55,"2307+4033"
2.01,41.01,-38.07,0.98,1.03,0.00233,6.6,10.3,114171,-84.47,-67.18,-22.57,110.26,"2307+1241"
-149.93,570.96,-137.23,-0.06,-0.04,7.96,-2.3,6.7,114174,14.12,5.52,5.45,16.11,"2307+4604"
-5.68,134.18,-97.76,1.01,0.99,0.561,0.6,6.7,114183,35.98,-3.87,1.25,36.21,"2307+2034"
-121.39,335.79,-7.60,1.30,1.26,1.59,-0.5,7.3,114186,-9.76,-4.34,-4.73,11.68,"2307+5859"
-21.14,134.67,-64.01,0.14,0.15,0.801,0.2,6.1,114187,27.69,13.93,8.69,32.20,"2307+3250"
-1.57,32.44,-23.23,0.26,0.29,0.0653,3.0,6.0,114189,-3.02,-5.89,-0.10,6.62,"2307+2108"
126.47,33.83,-307.76,0.04,0.06,0.429,0.9,8.5,114191,-14.12,15.27,15.41,25.88,"2307-3148"
-26.29,98.77,-23.26,1.41,1.38,0.833,0.2,5.3,114200,24.25,6.20,-1.37,25.06,"2307+4623 4 And"
-30.99,231.62,-122.52,-0.01,0.01,0.647,0.5,7.6,114201,37.34,17.09,-4.98,41.37,"2307+3003"
-185.04,446.89,41.21,0.15,0.16,3.7,-1.4,7.0,114203,38.24,20.26,-6.61,43.77,"2307+6537"
-9.31,32.24,-6.01,0.45,0.52,0.0621,3.0,5.7,114210,-20.80,6.98,17.78,28.24,"2307+4918 5 And"
-138.44,347.44,19.86,-0.03,-0.01,4.44,-1.6,6.2,114212,8.62,-8.55,-2.07,12.32,"2307+6338"
-64.80,470.61,-245.55,1.45,1.47,3.84,-1.5,7.2,114213,3.20,4.53,30.61,31.11,"2307+3026"
-29.13,58.64,16.13,0.80,0.84,0.783,0.3,4.4,114222,18.81,3.95,-7.80,20.75,"2307+7523 pi Cep"
-12.17,82.80,-41.60,0.16,0.17,0.0923,2.6,7.4,114224,5.25,6.57,-4.97,9.77,"2307+3127"
-122.03,302.47,20.38,1.08,1.05,3.5,-1.4,6.2,114227,10.58,-13.62,-6.41,18.40,"2307+6413"
7.11,77.24,-80.08,0.76,0.80,0.00382,6.0,11.3,114234,-109.43,-80.32,18.60,137.01,"2308+0909"
-41.35,162.89,-43.56,0.17,0.18,0.75,0.3,6.5,114237,-12.48,9.51,-0.32,15.69,"2308+4433"
-50.60,819.65,-570.63,1.05,1.02,2.83,-1.1,8.9,114243,115.26,21.68,11.27,117.83,"2308+2207"
-44.96,326.41,-172.13,1.13,1.10,0.54,0.7,8.5,114249,-41.63,-1.75,-20.75,46.55,"2308+3012"
5.80,7.91,-19.54,1.40,1.85,0.000214,9.2,10.9,114252,2.18,11.32,0.16,11.53,"2308-1524"
31.30,13.04,-80.74,0.88,0.89,0.441,0.9,5.6,114254,40.48,3.97,-3.92,40.87,"2308-2849"
37.32,-46.75,-44.25,0.14,0.16,0.199,1.8,6.1,114258,-23.49,0.38,8.08,24.85,"2308-7929"
-22.35,173.20,-95.01,0.16,0.18,0.406,1.0,7.5,114263,-7.15,1.71,0.34,7.36,"2308+2909"
93.84,-102.88,-123.65,1.42,1.40,1.17,-0.2,6.2,114268,-5.80,4.89,-2.85,8.11,"2308-7335"
10.51,52.22,-67.40,0.91,0.91,0.501,0.7,5.4,114273,-64.23,19.29,21.70,70.49,"2308+0208 5 Psc"
-16.54,140.54,-81.16,0.55,0.62,0.0984,2.5,8.6,114279,28.20,-5.01,5.73,29.21,"2308+2745"
17.17,-3.04,-35.95,0.84,0.88,0.00465,5.8,8.8,114286,2.77,-27.98,3.36,28.32,"2308-4227"
-9.66,775.39,-631.41,0.33,0.38,0.78,0.3,10.3,114290,-136.40,-145.84,-148.07,248.59,"2308+1712"
-115.12,274.06,27.23,0.13,0.15,0.522,0.7,8.1,114302,11.47,13.89,14.05,22.85,"2308+6603"
-33.38,316.39,-192.30,0.00,0.02,0.406,1.0,8.8,114312,21.29,-23.51,24.06,39.81,"2309+2618"
9.54,32.49,-48.91,0.66,0.72,0.007,5.4,9.3,114313,-60.40,-24.55,22.47,68.97,"2309-0233"
69.28,24.16,-176.17,1.33,4.19,0.155,2.0,8.4,114318,25.37,15.95,-19.58,35.80,"2309-3008"
-36.27,325.16,-193.72,1.37,1.34,1.27,-0.3,7.6,114321,18.60,17.39,14.75,29.42,"2309+2654"
4.72,16.47,-24.56,1.01,1.06,0.00328,6.2,8.6,114322,-69.23,-46.35,-1.24,83.32,"2309-0215"
-182.44,440.77,36.98,-0.04,-0.02,4.92,-1.7,6.7,114327,2.37,2.08,-6.59,7.30,"2309+6512"
-181.34,613.38,-111.95,-0.04,-0.02,8.41,-2.3,6.8,114329,7.70,-0.54,6.54,10.12,"2309+4939"
-6.03,190.99,-148.71,-0.06,-0.04,1.17,-0.2,6.8,114336,9.04,31.57,-32.46,46.17,"2309+1844"
47.80,-17.34,-93.06,0.50,0.58,0.0456,3.4,8.5,114339,-29.00,-1.76,25.78,38.84,"2309-4745"
21.71,19.38,-65.46,1.20,1.16,1.73,-0.6,3.7,114341,-4.94,25.39,-18.42,31.75,"2309-2110 88 Aqr"
14.65,160.14,-169.50,1.48,2.69,5.21,-1.8,5.0,114347,9.29,19.50,-5.75,22.35,"2309+0841 GZ Peg"
-31.82,230.99,-124.98,1.16,1.12,1.62,-0.5,6.6,114348,-16.30,23.17,7.83,29.39,"2309+2940"
-210.04,568.40,-10.76,0.32,0.36,19.6,-3.2,5.7,114365,12.27,3.95,10.70,16.75,"2309+5920 2 Cas"
73.15,33.43,-194.08,1.31,1.27,1.96,-0.7,5.9,114366,-12.60,9.11,13.18,20.38,"2309-2805"
26.77,39.50,-94.45,0.01,0.03,0.3,1.3,6.4,114371,1.20,13.37,-11.72,17.82,"2309-1431"
-20.10,91.44,-32.82,0.23,0.25,0.213,1.7,6.7,114373,8.72,27.82,3.85,29.40,"2309+3928"
49.57,39.87,-146.53,0.67,0.75,3.33,-1.3,4.7,114375,-13.38,0.33,0.10,13.38,"2309-2227 89 Aqr"
-6.79,23.82,-5.05,0.90,0.94,0.00438,5.9,7.9,114379,-4.71,3.56,3.38,6.80,"2309+4757"
14.84,-2.91,-31.16,0.47,0.55,0.0559,3.1,5.8,114382,68.15,26.07,19.74,75.59,"2309-4252"
-7.88,27.67,-5.87,0.66,0.72,0.0123,4.8,7.1,114385,-7.37,2.06,0.38,7.66,"2309+4757"
9.65,132.37,-135.62,-0.07,-0.05,2.51,-1.0,5.4,114389,27.74,22.52,3.67,35.91,"2310+0949 58 Peg"
-51.21,170.41,-30.31,1.11,1.07,0.403,1.0,7.3,114395,4.82,26.74,21.16,34.44,"2310+4959"
-62.78,176.19,-9.08,1.15,0.94,0.587,0.6,6.9,114406,29.86,-21.65,-15.14,39.87,"2310+5726"
102.26,-11.47,-222.45,1.56,2.49,2.62,-1.0,5.9,114407,-1.11,-43.45,13.93,45.65,"2310-4035"
31.00,-28.62,-45.80,0.96,0.94,0.1,2.5,6.5,114408,-56.09,4.41,-20.73,59.96,"2310-6651"
-37.47,227.36,-110.96,-0.04,-0.02,0.99,0.0,7.0,114415,-0.54,6.34,-4.89,8.02,"2310+3229"
24.85,-7.00,-50.51,1.00,0.95,0.903,0.1,3.9,114421,-21.98,-2.19,-0.73,22.10,"2310-4515 iot Gru"
196.48,317.54,-722.18,1.59,1.56,2.73,-1.1,8.5,114426,-45.80,-152.79,275.77,318.58,"2310-1318"
-6.68,26.38,-7.61,0.45,0.52,0.0345,3.7,5.9,114430,56.66,-20.41,4.76,60.42,"2310+4333 6 And"
111.44,62.02,-307.97,0.18,0.20,0.0783,2.8,10.4,114436,-20.18,-10.98,11.17,25.55,"2310-2621"
20.41,-5.92,-41.45,0.92,0.96,0.00328,6.2,9.6,114443,-35.68,-30.84,5.64,47.50,"2310-4527"
-3.05,120.38,-97.66,1.33,1.29,1.28,-0.3,5.7,114449,4.00,1.33,-15.31,15.88,"2310+1736"
-2.44,61.70,-48.06,0.59,0.66,0.0231,4.1,8.6,114450,114.02,-17.53,5.56,115.49,"2310+1854"
-258.23,939.08,-226.80,1.37,1.34,1.01,-0.0,10.0,114452,51.85,-30.02,-10.20,60.77,"2310+4618"
47.94,18.22,-125.42,0.28,0.32,0.449,0.9,6.5,114453,57.04,-8.84,-6.08,58.05,"2310-2931"
-12.08,106.54,-65.16,0.42,0.49,0.0754,2.8,8.3,114457,25.03,4.68,-2.09,25.55,"2310+2621"
-5.92,21.98,-5.61,0.75,0.79,0.00887,5.1,7.0,114456,40.41,-14.58,-10.21,44.15,"2310+4530"
5.71,25.82,-35.55,0.85,0.90,0.00489,5.8,9.0,114458,44.71,-13.80,-33.91,57.79,"2310+0024"
-50.73,324.89,-167.44,1.18,1.14,1.65,-0.5,7.3,114471,14.91,12.72,-11.77,22.86,"2310+3109"
24.86,-11.75,-46.71,0.88,0.92,0.00586,5.6,9.2,114477,34.80,-59.87,20.96,72.35,"2311-5058"
-32.57,242.69,-137.64,0.15,0.16,0.292,1.3,8.6,114480,0.81,12.25,-4.16,12.96,"2311+2833"
-307.82,943.85,-120.01,-0.03,0.00,12.8,-2.8,7.2,114482,58.11,-61.15,-5.25,84.51,"2311+5303"
-23.21,71.18,-9.09,0.55,0.62,0.0147,4.6,9.0,114484,8.49,36.22,-0.98,37.22,"2311+5301"
-39.64,268.75,-144.49,1.12,1.08,1.65,-0.5,6.9,114486,-30.03,52.27,0.22,60.29,"2311+3002"
17.84,129.53,-154.54,1.43,3.62,0.888,0.1,6.7,114489,7.06,9.13,9.71,15.08,"2311+0500"
74.17,98.17,-256.96,0.72,0.77,0.215,1.7,8.9,114502,80.89,-136.16,162.21,226.70,"2311-1615"
-107.15,328.76,-42.91,1.57,4.28,0.278,1.4,9.1,114507,28.91,-1.43,8.44,30.15,"2311+5253"
-22.39,109.05,-44.54,0.87,0.88,0.019,4.3,9.7,114508,-26.06,-35.70,-33.44,55.42,"2311+3653"
83.12,76.37,-258.95,1.15,1.11,0.152,2.0,9.3,114509,-19.42,-0.20,-51.26,54.82,"2311-2100"
-113.74,301.83,-4.34,1.29,2.38,0.326,1.2,8.8,114515,2.88,-20.12,-9.16,22.29,"2311+5941"
4.19,52.97,-56.53,0.14,0.15,0.524,0.7,5.2,114520,14.06,23.28,-0.26,27.20,"2311+0843 59 Peg"
-7.70,63.15,-38.15,0.94,0.93,0.184,1.8,6.2,114526,89.59,13.62,7.67,90.95,"2311+2651 60 Peg"
-22.73,131.75,-64.33,0.97,0.96,0.241,1.5,7.4,114533,-3.97,12.43,-13.92,19.08,"2311+3239"
-313.86,755.18,55.28,-0.04,-0.02,7.86,-2.2,7.3,114540,-14.02,0.99,-6.70,15.57,"2312+6443"
-1.80,291.68,-255.24,0.99,0.97,0.479,0.8,8.7,114542,-19.29,3.70,11.93,22.98,"2312+1518"
-4.99,40.30,-24.31,1.05,1.10,0.00339,6.2,9.6,114543,-5.09,-11.16,-23.99,26.95,"2312+2655"
-24.39,43.05,18.19,0.70,0.76,0.027,3.9,7.5,114546,13.04,-38.66,3.29,40.93,"2312+8223"
88.90,-115.48,-103.19,1.50,1.52,0.854,0.2,6.4,114550,-5.58,-5.72,-0.44,8.00,"2312-8055"
-35.85,171.47,-70.10,1.01,0.98,0.607,0.5,6.9,114565,-27.67,0.61,-4.49,28.04,"2312+3658"
-6.99,23.06,-4.40,0.30,0.35,0.0925,2.6,4.5,114570,-7.80,24.65,11.61,28.34,"2312+4924 7 And"
6.75,40.06,-51.70,0.62,0.75,0.0356,3.6,7.7,114576,15.75,-24.21,-22.89,36.85,"2312+0241"
26.58,123.33,-173.59,1.03,1.01,0.409,1.0,7.6,114603,0.06,7.25,-0.21,7.26,"2313+0001"
-16.81,112.19,-62.18,0.92,0.92,0.487,0.8,6.3,114607,37.75,16.51,-7.29,41.84,"2313+2926"
-37.48,159.45,-56.64,0.28,0.32,0.274,1.4,7.6,114612,-44.22,-12.39,-11.80,47.41,"2313+4000"
-2.22,6.13,-0.36,1.00,1.04,0.00252,6.5,5.6,114622,-44.33,-24.21,-7.11,51.01,"2313+5710"
89.32,-39.27,-173.67,0.92,0.92,0.756,0.3,6.8,114626,-24.69,5.48,22.58,33.90,"2313-4937"
8.81,53.62,-69.46,0.79,0.82,0.0853,2.7,7.4,114639,-1.35,28.63,0.76,28.67,"2313+0240"
2.81,72.67,-72.77,1.00,0.98,0.484,0.8,5.8,114641,15.52,27.88,-4.88,32.28,"2313+1104"
162.17,201.52,-564.69,1.02,0.99,0.777,0.3,9.2,114648,-50.88,-20.03,23.24,59.41,"2313-1722"
160.57,60.01,-432.38,-0.10,-0.09,0.822,0.2,8.6,114656,-129.71,-27.95,47.53,140.95,"2313-2938"
2.45,213.64,-200.88,1.13,1.09,0.272,1.4,8.8,114660,-13.93,20.60,-5.69,25.52,"2313+1309"
-15.13,65.10,-23.87,0.69,0.75,0.00197,6.8,11.0,114661,18.44,-80.85,-88.62,121.37,"2313+3925"
7.10,41.52,-54.67,0.39,0.46,0.064,3.0,7.2,114665,2.57,37.95,-6.47,38.58,"2313+0212"
-175.34,457.72,-6.56,0.63,0.70,0.803,0.2,8.7,114685,40.50,-43.32,10.16,60.17,"2313+5949"
-11.99,192.82,-148.88,1.15,1.11,1.54,-0.5,6.5,114686,-15.53,26.59,-30.41,43.28,"2313+1938"
77.73,635.75,-767.97,-0.14,-0.13,15,-2.9,7.1,114690,18.72,7.73,-84.35,86.75,"2314+0459"
-355.15,934.58,-20.68,0.85,0.89,2.78,-1.1,8.9,114695,43.50,-17.49,-10.58,48.06,"2314+5922"
14.16,-11.71,-22.69,0.79,0.82,0.0304,3.8,6.1,114699,-55.82,-46.65,35.54,80.96,"2314-6242"
7.30,16.96,-32.88,0.54,0.62,0.0136,4.7,7.5,114702,-80.54,-37.64,-4.80,89.03,"2314-0855"
5.42,12.60,-24.43,0.65,0.71,0.00412,6.0,8.2,114703,-58.67,-27.80,-0.73,64.92,"2314-0855"
-37.55,118.47,-20.43,-0.01,0.02,0.47,0.8,6.3,114714,-8.45,-6.78,-4.39,11.69,"2314+5037"
11.54,33.41,-58.23,1.54,1.89,0.952,0.1,4.2,114724,26.66,-41.21,-21.74,53.68,"2314-0603 phi Aqr"
-15.44,97.83,-53.87,0.45,0.52,0.347,1.1,6.4,114725,13.02,23.89,0.70,27.21,"2314+2946"
-13.88,127.85,-85.74,1.17,1.13,0.683,0.4,6.4,114742,-63.83,-33.80,-5.48,72.44,"2314+2406"
27.33,-3.34,-61.85,0.76,0.80,0.0168,4.4,8.6,114743,19.47,-68.34,-40.95,82.02,"2314-4026"
-60.55,122.11,30.48,-0.01,0.01,0.859,0.2,5.9,114745,-14.33,2.71,0.02,14.58,"2314+7414"
52.70,108.57,-226.23,1.50,1.52,2.32,-0.9,6.1,114750,29.83,-33.83,28.48,53.34,"2314-1041"
-227.10,920.91,-316.77,1.38,3.94,2.01,-0.8,9.2,114757,19.64,-3.40,-36.75,41.81,"2314+4047"
-5.30,67.73,-50.42,0.64,0.70,0.0231,4.1,8.7,114759,-53.36,-39.12,-15.85,68.04,"2314+2053"
-20.60,48.26,4.05,0.43,0.50,0.0355,3.6,7.2,114769,25.52,18.66,-9.82,33.11,"2314+6525"
-16.67,114.40,-67.14,0.03,0.04,0.258,1.5,7.1,114774,1.26,9.07,-7.15,11.62,"2314+2804"
29.10,-4.34,-65.37,1.16,1.12,0.253,1.5,5.8,114775,-9.07,-33.97,-6.51,35.75,"2314-4106"
14.28,-9.49,-25.23,0.69,0.75,0.00609,5.5,8.0,114790,-26.45,16.66,-6.03,31.84,"2315-5643"
-37.98,89.50,6.82,0.48,0.55,0.0835,2.7,7.6,114792,-7.55,-1.85,-0.01,7.77,"2315+6500"
40.37,26.75,-121.79,0.18,0.18,0.21,1.7,7.3,114802,11.66,17.39,12.85,24.56,"2315-2451"
85.13,138.65,-334.25,1.09,1.05,0.93,0.1,7.9,114805,-50.88,-5.68,-27.18,57.97,"2315-1400"
-18.97,150.20,-95.91,0.85,0.86,0.606,0.5,6.8,114809,-0.55,54.85,-5.36,55.11,"2315+2540"
-373.75,927.26,22.17,0.80,0.83,1.37,-0.3,9.7,114815,28.45,20.28,7.47,35.72,"2315+6204"
-186.48,444.78,27.89,-0.01,0.01,3.16,-1.3,7.2,114816,0.55,1.12,-1.92,2.29,"2315+6416"
10.20,37.18,-59.58,0.06,0.07,0.301,1.3,5.6,114822,15.48,22.48,-0.89,27.31,"2315-0330"
-45.88,97.55,17.98,0.26,0.30,0.72,0.4,5.5,114831,4.26,8.71,2.26,9.95,"2315+7053"
-98.23,189.31,56.95,0.92,0.92,0.608,0.5,7.3,114833,-18.58,-8.65,-2.04,20.60,"2315+7647"
62.70,32.33,-181.31,0.21,0.23,0.12,2.3,8.8,114841,17.13,15.98,16.64,28.73,"2315-2710"
35.07,12.69,-96.34,1.06,1.10,0.263,1.4,6.5,114842,-65.89,-25.66,26.80,75.62,"2315-2950"
-37.79,250.99,-146.88,0.83,0.85,2.14,-0.8,6.5,114844,-6.97,10.91,-5.13,13.93,"2315+2814"
8.57,20.25,-39.85,1.11,1.06,0.417,0.9,4.2,114855,-64.27,-26.85,0.41,69.66,"2315-0905 psi1 Aqr"
-15.20,74.55,-34.16,0.55,0.62,0.0447,3.4,8.0,114856,5.37,68.29,-16.35,70.42,"2315+3441"
-4.31,35.72,-23.57,0.41,0.48,0.0436,3.4,6.6,114863,-8.36,13.71,-2.23,16.21,"2315+2446"
281.81,-129.62,-556.31,0.14,0.15,0.391,1.0,10.0,114869,46.43,-10.18,-12.28,49.09,"2316-4950"
107.48,-8.65,-251.05,0.10,0.11,0.335,1.2,8.4,114871,10.93,18.73,-11.21,24.41,"2316-3916"
-11.29,194.74,-158.37,1.01,0.99,0.597,0.6,7.6,114877,3.48,-23.47,-33.01,40.65,"2316+1815"
13.40,-3.78,-28.80,1.01,1.05,0.0021,6.7,9.2,114885,-62.94,9.71,-24.35,68.18,"2316-4432"
-3.65,21.07,-11.32,0.87,0.88,0.00346,6.2,8.1,114886,-33.22,12.64,-3.12,35.68,"2316+3040"
-84.62,201.44,11.96,0.47,0.54,0.535,0.7,7.4,114898,5.26,-14.19,-1.39,15.20,"2316+6406"
-200.45,495.66,10.46,0.16,0.18,6.99,-2.1,6.5,114904,19.40,-8.42,3.00,21.36,"2316+6157"
6.77,29.95,-45.20,0.65,0.72,0.0272,3.9,7.6,114914,-32.69,-3.89,8.35,33.96,"2316-0135"
64.64,67.25,-221.55,0.16,0.18,0.14,2.1,9.0,114918,-14.75,4.07,24.47,28.86,"2316-1957"
36.90,-10.39,-79.59,1.05,1.02,0.334,1.2,5.9,114921,20.11,8.56,-14.96,26.49,"2316-4429"
-6.52,19.04,-2.49,0.56,0.63,0.0241,4.0,5.6,114924,17.29,-12.17,-14.75,25.78,"2316+5313"
60.15,-9.61,-137.00,1.07,1.03,0.57,0.6,6.5,114937,28.27,32.16,-0.37,42.82,"2316-4112"
34.11,90.97,-170.76,1.61,2.56,4.12,-1.5,4.9,114939,29.45,3.63,20.96,36.33,"2316-0744 chi Aqr"
1.60,16.81,-20.12,1.50,1.56,0.000431,8.4,10.5,114941,7.64,5.26,13.02,15.99,"2316+0541"
-14.43,108.34,-69.52,0.74,0.79,0.0268,3.9,9.5,114944,49.36,10.79,42.93,66.30,"2316+2543"
9.84,-8.08,-16.16,0.52,0.59,0.0235,4.1,5.6,114948,-6.16,8.45,3.97,11.19,"2316-6200"
-206.44,492.61,26.14,0.32,0.37,1.25,-0.2,8.4,114958,24.56,-4.54,4.04,25.30,"2317+6347"
18.38,30.98,-74.84,0.48,0.62,0.0376,3.6,8.2,114962,400.73,-322.26,-50.56,516.71,"2317-1350"
3.23,24.48,-31.63,0.92,0.97,0.533,0.7,3.7,114971,-121.71,-41.44,-31.97,132.49,"2317+0317 gam Psc"
